user_name,score,content,clean_content,sentimen
YOGI Arkan,2,percumah min ada fitur dana cicil klo gk bisa di gunain. mlhribet pke daftar²nama org tua sgala prusahaan pkrjaan kyk mau kredit kndaraan aja ASLI RIBETT prcumh ada fitur dana cicil🙄🙄,percumah min fitur dana cicil klo gunain mlhribet pke daftar nama org tua sgala prusahaan pkrjaan kyk kredit kndaraan aja asli ribett prcumh fitur dana cicil,netral
Robil Robil,2,Semoga Aplikasinya sesuai dengan kehendak dan bisa membantu 🙏,moga aplikasi sesuai hendak bantu,positif
Azis Gaffar,2,"bagaimana aplikasi ini kok sulit upgrade ke dana premium,diperintah untuk memenuhi persyaratan hasilnya tetap mengecewakan",aplikasi sulit upgrade dana premium perintah penuh syarat hasil kecewa,negatif
ItsukaShido,2,ganguan trooooooos qris nya,ganguan trooooooos qris nya,netral
Riski Abdilah,2,dana saya sering ke ambil sendiri,dana ambil,netral
Aulia Giva ramadhani,2,tolong berikan saya dana cicil kenapa tidak bisa meminjam di dana saya sudah lama memakai aplikasi ini tapi blum ada dana cicilan atau playleter,tolong dana cicil pinjam dana pakai aplikasi blum dana cicil playleter,netral
Indra Dahnunx,2,baik,,netral
KYO JONATAN,2,aku mau daftar dana bisnis tapi pas mau daftar terbaca belum premium. padahal aku udah premium.,daftar dana bisnis pas daftar baca premium udah premium,netral
Akhmad Riski,2,kenapa akun saya tdk ada dana cicilnya,akun tdk dana cicil,netral
Deris Kembang,2,knp dana blm fremiumpun minta kode pripikasi akrg,knp dana fremiumpun kode pripikasi akrg,netral
ingin sukses,2,"apalah pas mau liat history selalu error gamuncul riwayat nya, minta bantuan lewat CS malah bot mulu yg balas, gak ada modal buat bayar manusia apa gimana?",apa pas liat history error gamuncul riwayat nya bantu cs bot mulu balas modal bayar manusia gimana,negatif
Abil Nabil,2,dana cicil saya tidak berlaku terus,dana cicil laku,netral
Muhammad Saputra,2,bnyk masalah suka stag sendiri,bnyk suka stag,netral
Sadewa Permana,2,udah 2thn saya minta bantuan karena saya ada kendala lupa pin mana saldo saya masih ada di aplikasi dananya lagi,udah thn bantu kendala lupa pin saldo aplikasi dana,netral
Putri Eka,2,"apk nya minus banget , ngga bisa tarik tunai kalo ngga update , bagusan apk gopay tanpa update yg penting ada nomor hp aja",apk nya minus banget ngga tarik tunai kalo ngga update bagus apk gopay update nomor hp aja,positif
Yunus Firdaus,2,dana edan QR gak bisa mulu,dana edan qr mulu,netral
niko Michaelg,2,apk lelet 😭,apk lelet,netral
Xioe Chan,2,kenapa saya bisa ada tagihan di dana cicil sedangkan saya tidak pernah menggunakanya ?,tagih dana cicil menggunakanya,netral
ayef Savia,2,berguna sekali situs dana ini,guna situs dana,netral
Ahmad Damiri,2,tolong lah aplikasi dana gimana ini uang aku belum kembali sdah di laporkan ke admin dana gak ada respon,tolong aplikasi dana gimana uang sdah lapor admin dana respon,netral
Rangga,2,ga bisa pinjem dana cicil,pinjem dana cicil,netral
Defi yulianti,2,"pagi ini saya TF tapi belum masuk ke dana sedangkan saldonya berkurang,tolong min . sebelum nya lancar lancar Saja kalau tf",pagi tf masuk dana saldo kurang tolong min nya lancar lancar tf,netral
Prima Oktariyanto,2,kok eror dana ya dapat tranferan kok belon masuk,eror dana ya tranferan belon masuk,netral
Nitta Haryati,2,mau verifikasi buat isi pulsa aja susahnya bukan main,verifikasi isi pulsa aja susah main,negatif
Rahmat aldeno Putra,2,dana cicil gak berfungsi,dana cicil fungsi,netral
Jalalmahali Ali,2,dana koyo celek,dana koyo celek,netral
Rahmat,2,kok gak bisa daftar dana cicil udah 3 bulan in,daftar dana cicil udah in,netral
Salman Alfarizi,2,dana ngebug mulu saya sudah premium tapi gak bisa bikin dana bisnis malah di suruh premium lagi padahal saya sudah premium tolong di perbaiki,dana ngebug mulu premium bikin dana bisnis suruh premium premium tolong baik,positif
Panjol Mous,2,akun dana cicil saya kok di bekukan sih kak kan gak ngelakuin salah apa apa masak tiba tiba di bekuin sih,akun dana cicil beku sih kak ngelakuin salah masak bekuin sih,netral
Ridwanul Hakim,2,"kenapa saya tidak bisa login ke dana dengan alasan jaringan tidak stabil padahal jaringan saya bagus udah 3 hari gak bisa pake dana,,, punya istriku juga sama gak bisa pakai dana,, ada apa dengan dana skrang ini jadi makin jelek,,",login dana alas jaring stabil jaring bagus udah pake dana istri pakai dana dana skrang jelek,netral
wahyu yuha,2,di hp infinix kok g bisa,hp infinix g,netral
Jaka Tarub,2,"Aplikasi di buka, Keluar2 sendiri..",aplikasi buka,netral
Muhammad musa Supriyanto,2,"apk dana saya tidak bisa transfer uang sama sekali,, sudah sekitar satu bulan tolong bantu solusi nya🙏🙏",apk dana transfer uang tolong bantu solusi nya,netral
Sanna Suppa,2,harus amat upgrade ke premium?,upgrade premium,netral
Fisabilillah Nur Sriantoro,2,tidak bisa bust akun/error,bust akun error,negatif
zaki Arjunaattahay,2,BANYAK BUG QR MALES.,bug qr males,negatif
Aguss Tafonao,2,"maaf saya kurangi bintang nya... kenapa fitur dana cicil saya tidak bisa digunakan atau tidak tersedia??? baru di lunasin semua tagihan nya... gk ada yg telat sama sekali.. tapi sekarang, gk bisaa di gunakan lagi",maaf kurang bintang nya fitur dana cicil sedia lunasin tagih nya telat bisaa,negatif
Wawak Muhammad,2,meyenangkan,meyenangkan,netral
Hari saputra,2,tiba2 bisa bayar sendri aja dia,bayar sendri aja,netral
IRLAN ADI KUSUMA,2,untuk apk dana memang bagus tetapi ada kendala di mana uang transaksi dari dana transfer ke bank itu di pending/tahan.jadi saya kasih bintang2 ⭐⭐🙏,apk dana bagus kendala uang transaksi dana transfer bank pending tahan kasih bintang,positif
mad run,2,APLIKASI DANA ERROR KUOTA BANYAK SINYAL BAGUS TAPI JARINGAN TERPUTUS ADA GARIS MERAH DIBAWAH,aplikasi dana error kuota sinyal bagus jaring putus garis merah bawah,netral
Rudi BAE,2,"kenapa yah aplikasi DANA, gabisa di isi saldonya",yah aplikasi dana gabisa isi saldo,netral
Rinaldi Sitompul,2,fitur dana cicil GK bisa di pakai percuma nunggu lama,fitur dana cicil pakai nunggu,netral
Anggi Jembaout,2,di aplikas dana saya tidak ada dana cicil nya,aplikas dana dana cicil nya,netral
syariful huda,2,kenapa fitur dana cicil saya tidak ada... mohon bantu,fitur dana cicil mohon bantu,netral
Bang all tea Kdd,2,mantap,mantap,positif
Muh Sandri,2,fitur dana cicil gak ada muncul,fitur dana cicil muncul,netral
Samsul Mantap,2,katanya ada hajatan dapet 500rb kok sampai 98 gak bisa nambah,hajat dapet rb nambah,netral
Ishankun88 Ishankun88,2,sayang sekali saya penyandang cicil namun tidak bisa di aktifasi sangat mngecewakan,sayang sandang cicil aktifasi mngecewakan,netral
subi yarti,2,"makasih atas terdaftarnya nama saya, semoga ini sangat membantu dalam kondisi apapun, dan mempermudah.",makasih daftar nama moga bantu kondisi apa mudah,netral
Uwang Uwang derma,2,lebih praktis,praktis,netral
Mohamad Ridwan Mustafa,2,ada danaku yg hilang 320.990 entah kemana ..tolong ya admin mohon diperbaiki,dana hilang mana tolong ya admin mohon baik,positif
S Anwar,2,penarikan saldo dana instan kendala trs.. sudah minta bantuan diana blm juga bisa.... Brp nomor customer servis Dana..???,tari saldo dana instan kendala bantu ana brp nomor customer servis dana,netral
Iwan Vetto,2,buka.. facebook... Skrank.. data iwanVettopurnama.. buka.. Sekarang.. facebook,buka facebook skrank data iwanvettopurnama buka facebook,netral
jon witgarage,2,Okey mantap,okey mantap,positif
Sarahpia Tambunan,2,"dana bisa tiba tiba hilang saldo pas kita tanya katanya uang tidak bisa balik lagi, karena transanksi sudah berhasil, jadi kurang bertanggung jawab",dana hilang saldo pas uang transanksi hasil tanggung,netral
joe affandhi,2,sangat mengecewakan saldo dana cicil tersedia tetapi tidak dapat digunkaan padahal saya sudah lunas dengan semua tagihan mohon perbaiki,kecewa saldo dana cicil sedia digunkaan lunas tagih mohon baik,netral
Aqzan Zani,2,gimana sih gua mau unreg KTP gua yg dihack orang aja susah banget,gimana sih gua unreg ktp gua dihack orang aja susah banget,negatif
Lindai Day,2,bt tf k bank lain' trllu gede..KLO ada kirimn juga terlalu gede,bt tf k bank trllu gede klo kirimn gede,netral
Lemonton,2,"ini gmna,saldo saya kepotong terus, udah ngajuin pengembalian dana kok belum balik lagi saldonya,",gmna saldo potong udah ngajuin kembali dana saldo,netral
Ayu Andria,2,bagussekali,bagussekali,netral
Ija Ajam,2,kenapa fitur dana cicil saya tiba tiba hilang,fitur dana cicil hilang,netral
Dian Arfash,2,"aku dana saya tidak muncul fayleter ya bisa d bantu brang kali,transaksi saya hampir 10jt tiap bulan ngaruh GK siih GK muncul fayleter",dana muncul fayleter ya d bantu brang kali transaksi jt ngaruh siih muncul fayleter,netral
ayah atikah,2,loding trus,loding trus,netral
Endang Ajah,2,kenapa dana cicil selalu tidak tersedia. padahal angsuran sudah di lunasi semua. tapi tetap tidak berlaku. masalah yah di mana. kalau begitu buat apah di adakan dana cicil kalo tidak bisa di gunakan. sangat tidak berguna.👎👎👎,dana cicil sedia angsur lunas laku yah apah adakan dana cicil kalo guna,netral
Deni Apriyanto,2,sangat membantu,bantu,netral
dd Laskarsalapy,2,pitur dana cicil y kaga muncul,pitur dana cicil y kaga muncul,netral
Adrianto Simamora,2,"susah banget di pakai, mau TF aja susah banget, pas di suruh upgret, malah gk mau, di suruh upgret lagi, pas udah di upgret gk mau lagi, jadi uang yg ada di dana ku, gk bisa di apa apain, lelah banget memangg",susah banget pakai tf aja susah banget pas suruh upgret suruh upgret pas udah upgret uang dana ku apain lelah banget memangg,negatif
Leonardo Pontolowokan,2,"dana cicil tidak bisah di aktivasi, di cek lagi udah hilang",dana cicil bisah aktivasi cek udah hilang,netral
Andinda Putri,2,aplikasinya dh bgus tapi mau TF uang ke ewalet atau ke bank. knp hrus upgrade ke dana premium sih. tolong solusinya donk. jgn di persulit.,aplikasi dh bgus tf uang ewalet bank knp hrus upgrade dana premium sih tolong solusi donk jgn sulit,netral
Rizal Pratama2019,2,kenapa dana cicil tidak tersedia? awal² doang bisa pas kedua kalinya gabisa tolong di benahin nih DANA kenapa min tolong kasih alesan kalo ga tersedia Mulu kan susah kalo mau cicil pulsa darurat atau data darurat,dana cicil sedia doang pas kali gabisa tolong benahin nih dana min tolong kasih alesan kalo sedia mulu susah kalo cicil pulsa darurat data darurat,negatif
Shikigami,2,aneh orang ga melalukan pembayaran tapi di potong jir kocak nih dana kasih noh keaman dana lu minimal pake verifikasi muka biar tau siapa yg bayar eh ini malah lnsung main di potong ga pake pin ama verifikasi muka kasih keaman lu gblog,aneh orang lalu bayar potong jir kocak nih dana kasih noh aman dana lu minimal pake verifikasi muka biar tau bayar eh lnsung main potong pake pin ama verifikasi muka kasih aman lu gblog,positif
Rasno,2,helep pemindahan akun gagal,helep pindah akun gagal,negatif
Sigma Skibidi,2,"Untuk sementara, saya kasih bintang 2 dulu. Mengapa demikian? Akun dana saya sudah premium, kemudian saya ingin mendaftar dana bisnis. Pendaftaran dana bisnis susah selesai, namun ketika saya ingin membagikan kode qr nya, ternyata masih di proses. Pemrosesan ini sungguh lama, sejak 3 atau 4 hari yang lalu, saya sedikit kesal kenapa ini bisa lama. Saya tanya kepada beberapa AI, dan mencari di internet, pembuatan kode qr pada dana bisnis tidak akan selama itu. Saya benar2 kecewa untuk hal ini.",kasih bintang akun dana premium daftar dana bisnis daftar dana bisnis susah selesai bagi kode qr nya proses pemrosesan sungguh kesal ai cari internet buat kode qr dana bisnis kecewa,negatif
Rizki Pebriansyah,2,sangat membant,membant,netral
Rena Movies,2,Sayang banget aku Download aplikasi DANA tapi gak bisa masuk artinya mentok logo terus pas login nomor HP ku,sayang banget download aplikasi dana masuk mentok logo pas login nomor hp ku,netral
Jat New15,2,"uang saya lenyap 2,5 udah 4hari bingung cara ngembalikin akun saya gimana lagi ni,,udah mah butuh buat lahiran lagih,,ayo lah bantu saya dana",uang lenyap udah bingung ngembalikin akun gimana ni udah mah butuh lahir lagih ayo bantu dana,netral
Abi Jaja,2,"Asuransi proteksi dana atas transaksi penipuan tidak sesuai visi dan misi, Sebulan yang lalu saya kena tipu transaksi transfer pakai proteksi dan hasil pengajuannya di tolak mentah-mentah pahal bukti transaksi ada dan kuat. JUJUR SAYA NYESAL TRANSAKSI PAKAI DANA.!",asuransi proteksi dana transaksi tipu sesuai visi misi bulan kena tipu transaksi transfer pakai proteksi hasil aju tolak mentah mentah pahal bukti transaksi kuat jujur nyesal transaksi pakai dana,negatif
Betty Ubjaan,2,kenapa sekarang mau mengirim uang sudah tidak bisa lagi padahal jaringan lagi bagus tapi tidak bisa kirim katanya masalah koneksi.,kirim uang jaring bagus kirim koneksi,positif
Arman,2,"login verif pin, muka, otp, banyak banget",login verif pin muka otp banget,netral
Novi Kartiani,2,Uang saya hilang di Dana. Topup e-money tapi ga masuk ke e-moneynya sementara saldo di Dana sudah terpotong. Sudah dilakukan berbagai cara tetap saja. Akhirnya harus mengikhlaskan.,uang hilang dana topup e money masuk e moneynya saldo dana potong ikhlas,netral
Halipah Aja,2,"dana plus ku gs bisa di tarik, udh verifikasi wajah berkali kali udh berhasil tapi gagal",dana plus ku gs tarik verifikasi wajah kali kali hasil gagal,negatif
Mr Kucayy,2,"masa kalo ada keluhan kok tanya bot diana wkwk. bot loh yg ditanya in hahaha. gak guna banget itu para admin yg dulu stndby 24jam menangani keluhan pelanggan, sekarang digantikan jadi BOT DIANA yg menangani keluhan pelanggan. gak jelas banget",kalo keluh bot ana wkwk bot loh in hahaha banget admin stndby jam tangan keluh langgan ganti bot ana tangan keluh langgan banget,netral
Ayyesha Khofataisyah,2,"saya kan beli paket kuota di aplikasi dana seharga 1509.900 untuk paket 65 GB 30 hari, tapi yang masuk cuma 45 GB!",beli paket kuota aplikasi dana harga paket gb masuk gb,netral
Aishsumiasih Ndut,2,percuma ada dana instan kalau tidak bisa di gunakan.,dana instan,netral
Amin Asrori,2,Dana Cicil tidak bisa di pakai padahal limit tersedia👎,dana cicil pakai limit sedia,netral
Den Nii,2,dana otp tidak mau masuk padahal nomer masih aktif,dana otp masuk nomer aktif,netral
Aditia Alfatih,2,tolong aktif kan fitur dana cicil dan dana instan di aplikasi dana saya bos ku.. saya kasih bintang 2 dlu..,tolong aktif fitur dana cicil dana instan aplikasi dana bos ku kasih bintang dlu,netral
Benot Benot,2,gak bisa top up ff sudah top up banyak tapi sudah gak bisa,top up ff top up,positif
Saya Yusuf,2,kak bagaimana cara menghapus akun dana yg udah premium secara permanen,kak hapus akun dana udah premium permanen,netral
Algi Satria ramadhian,2,selalu bermasalah ketika ingin cba pengalihan akun,masalah cba alih akun,netral
Isra Laures Tabo,2,lama banget woy bikin qrisnya,banget woy bikin qrisnya,netral
Acc600,2,"payah dana cicil udah di lunasin ngg bisa di pake berbulan bulan dan tidak ada tunggakan atau tagihan dan limitpun masih ada 150k . sudah tunggu 6 bulan tetap tidak bisa digunakan, Tagihan udah lunas smua, Limit 0, tapi fitur Dana cicil tidak tersedia. Mohon di bantu aktifkan kembali.",payah dana cicil udah lunasin ngg pake bulan tunggak tagih limit k tunggu tagih udah lunas smua limit fitur dana cicil sedia mohon bantu aktif,netral
Ris Yanto,2,"untuk dana cicil itu harusnya 1 bulan sekali bukan 2 minggu sekali,biar nggak ngeberatin yang gajinya bulanan",dana cicil minggu biar ngeberatin gaji bulan,netral
Berliano Wungau,2,qr ngaco gabisa ke scan pindah akun baru bisa aneh.,qr ngaco gabisa scan pindah akun aneh,netral
Fitri Novianti24,2,"knpa ya kalo pake data dana gak kebuka padahal kuota ada dan aneh nya walaupun kebuka pasti ada bacaan internet ada terputus ,sedangkan pake wifi lancar jaya ,kadang kalo mau ambil uang lewat dana repot banget minta bantuan ke orang lain jadi gak enak kan ,tolong dong gimana caranya biar ke dlu lagi,ini sangat mengganggu sekali",knpa ya kalo pake data dana buka kuota aneh nya buka baca internet putus pake wifi lancar jaya kadang kalo ambil uang dana repot banget bantu orang enak tolong gimana biar dlu ganggu,netral
Yhansskyline 01,2,Sukar dibuka opo ram 2,sukar buka opo ram,netral
Anjas Ceko,2,buat apa di adakan fitur dana cicil kalo gak bisa di gunakan,adakan fitur dana cicil kalo,netral
Ayummi Darmawan,2,Tidak ada dana cicil,dana cicil,netral
Ucu Rino,2,sekarang dana udah ada biaya tf ke bank gk seruuu,dana udah biaya tf bank seruuu,netral
Mama Zahdan,2,apikas yang bagus,apikas bagus,positif
Ravelina,2,Tolong tingkatkan kualitas keamanan dana karna saya tidak merasa melakukan transaksi di akun google kenapa ada transaksi,tolong tingkat kualitas aman dana karna transaksi akun google transaksi,positif
Deni Harianto,2,tolong lah ini kenapa dana cicil saya gak bisa di guna in ini fitur lain nya sih oke tapi kenapa dana cicilnya gak bisa????,tolong dana cicil in fitur nya sih oke dana cicil,positif
ahmad.s solihun,2,ribet saldo ada mau kirim harus pindah dana premium surat harus ini itu jadi uang ngak bisa digunakan,ribet saldo kirim pindah dana premium surat uang ngak,negatif
FOR GOD ¿–?,2,"saya kehilangan uang 100,000 saya padahal saya mau infes ke emas digital saat saya mau buat laporan selalu tidak di tanggapi padahal saya sudah beralih ke premium ini sangat merugikan saya😡😡",hilang uang infes emas digital lapor tanggap alih premium rugi,netral
